Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),gst request,gst total,gst 64B,gst 32B,local load,local store,gld 128B,gld 64B,gst uncoalesced,gst coalesced,gld total,gst 128B,gld 32B,gld request,gld coalesced,gld uncoalesced,warp serialize
"Memcpy HtoD [sync]",182952249,1732009,,,,,,,,,,5017600,2896982636,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",185307027,1787437,,,,,,,,,,5017600,2807147888,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",187097952,27082935,140,140,1,8,8,1,13,548,0,,,0,0,0,17424,0,0,0,0,0,34848,4878720,0,4878720,0,4878720,0,7673359
"Memcpy DtoH [sync]",214182679,3619902,,,,,,,,,,5017600,1386114872,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",218837030,1528953,,,,,,,,,,5017600,3281722852,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",222082790,1729992,,,,,,,,,,5017600,2900360232,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",223816239,27172638,140,140,1,8,8,1,13,548,0,,,0,0,0,17424,0,0,0,0,0,34848,4878720,0,4878720,0,4878720,0,7815036
"Memcpy DtoH [sync]",250990701,3281506,,,,,,,,,,5017600,1529054037,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",255374502,1624832,,,,,,,,,,5017600,3088073105,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",257605718,1699430,,,,,,,,,,5017600,2952519374,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",259308605,27070517,140,140,1,8,8,1,13,548,0,,,0,0,0,17424,0,0,0,0,0,34848,4878720,0,4878720,0,4878720,0,7663092
"Memcpy DtoH [sync]",286380947,3115125,,,,,,,,,,5017600,1610721881,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",290608928,1633633,,,,,,,,,,5017600,3071436485,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",292855153,1684101,,,,,,,,,,5017600,2979393753,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",294542742,27297640,140,140,1,8,8,1,13,548,0,,,0,0,0,17424,0,0,0,0,0,34848,4878720,0,4878720,0,4878720,0,7680507
"Memcpy DtoH [sync]",321842174,3809324,,,,,,,,,,5017600,1317189086,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",326757345,1652515,,,,,,,,,,5017600,3036341576,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",329013715,1764907,,,,,,,,,,5017600,2842982661,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",330782047,27079798,140,140,1,8,8,1,13,548,0,,,0,0,0,17424,0,0,0,0,0,34848,4878720,0,4878720,0,4878720,0,7663459
"Memcpy DtoH [sync]",357863637,3654305,,,,,,,,,,5017600,1373065466,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",362545254,1522072,,,,,,,,,,5017600,3296558901,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",364625514,1565980,,,,,,,,,,5017600,3204127766,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",366194950,27333675,140,140,1,8,8,1,13,548,0,,,0,0,0,17424,0,0,0,0,0,34848,4878720,0,4878720,0,4878720,0,7667849
"Memcpy DtoH [sync]",393530449,2920742,,,,,,,,,,5017600,1717919624,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",397475368,1510775,,,,,,,,,,5017600,3321209313,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",399544427,1558619,,,,,,,,,,5017600,3219260127,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",401106502,27336043,140,140,1,8,8,1,13,548,0,,,0,0,0,17424,0,0,0,0,0,34848,4878720,0,4878720,0,4878720,0,7660095
"Memcpy DtoH [sync]",428444369,3707140,,,,,,,,,,5017600,1353496226,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",433279950,1644546,,,,,,,,,,5017600,3051054819,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",435532704,1690181,,,,,,,,,,5017600,2968676135,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",437226469,27237892,140,140,1,8,8,1,13,548,0,,,0,0,0,17424,0,0,0,0,0,34848,4878720,0,4878720,0,4878720,0,7694280
"Memcpy DtoH [sync]",464466185,3829166,,,,,,,,,,5017600,1310363666,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",469370091,1721608,,,,,,,,,,5017600,2914484598,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",471714724,1705799,,,,,,,,,,5017600,2941495451,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",473424011,27217985,140,140,1,8,8,1,13,548,0,,,0,0,0,17424,0,0,0,0,0,34848,4878720,0,4878720,0,4878720,0,7665991
"Memcpy DtoH [sync]",500643821,3051024,,,,,,,,,,5017600,1644562612,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",504795156,1608223,,,,,,,,,,5017600,3119965328,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",507000002,1683716,,,,,,,,,,5017600,2980075024,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",508687207,27267557,140,140,1,8,8,1,13,548,0,,,0,0,0,17424,0,0,0,0,0,34848,4878720,0,4878720,0,4878720,0,7712240
"Memcpy DtoH [sync]",535956588,4167625,,,,,,,,,,5017600,1203947092,,,,,,,,,,,,,,,,,
